Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_log,TotalSF,HouseAge,RemodAge,TotalBathrooms
1094,20,3,71.0,9230,1,1,3,3,0,0,0,12,1,2,0,2,5,8,1965,1998,3,1,8,8,1,166.0,3,3,1,3,3,2,2,661,6,0,203,864,1,4,1,5,1200,0,0,1200,1,0,1,1,1,1,4,6,6,0,0,5,1977.0,3,2,884,3,3,2,0,64,0,0,0,0,0,2,1,0,10,2006,8,4,146000,11.891368749982085,2064,41,8,2.5
1095,20,3,74.0,5868,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1956,2000,1,1,8,8,2,0.0,3,3,1,3,3,3,1,248,5,240,448,936,1,5,1,5,936,0,0,936,1,0,1,0,2,1,3,4,6,0,0,1,1956.0,0,1,308,3,3,2,0,0,80,0,160,0,0,4,1,0,5,2010,8,4,129000,11.767575435251748,1872,54,10,2.0
1096,20,3,78.0,9317,1,1,0,3,0,4,0,5,2,2,0,2,6,5,2006,2006,1,1,12,13,2,0.0,4,3,2,4,3,3,2,24,6,0,1290,1314,1,4,1,5,1314,0,0,1314,0,0,2,0,3,1,4,6,6,1,4,1,2006.0,2,2,440,3,3,2,0,22,0,0,0,0,0,4,1,0,3,2007,8,4,176432,12.080696479888447,2628,1,1,2.0
1097,70,4,60.0,6882,1,1,3,3,0,4,0,9,2,2,0,5,6,7,1914,2006,1,1,13,14,2,0.0,3,3,2,3,3,3,6,0,6,0,684,684,1,3,1,5,773,582,0,1355,0,0,1,1,3,1,4,7,6,0,0,6,0.0,1,0,0,0,0,2,136,0,115,0,0,0,0,4,1,0,3,2007,8,4,127000,11.751950239425476,2039,93,1,1.5
1098,120,3,0.0,3696,1,1,3,3,0,4,0,22,2,2,4,2,8,5,1986,1986,1,1,6,6,2,0.0,4,3,1,4,3,3,6,0,6,0,1074,1074,1,5,1,5,1088,0,0,1088,0,0,1,1,2,1,4,5,6,0,0,1,1987.0,2,2,461,3,3,2,0,74,137,0,0,0,0,4,1,0,10,2007,8,4,170000,12.04355959836804,2162,21,21,1.5
1099,50,4,50.0,6000,1,1,3,3,0,4,0,3,2,2,0,0,4,6,1936,1950,1,1,8,8,2,0.0,3,3,0,3,3,3,1,672,6,0,0,672,1,3,1,5,757,567,0,1324,0,0,1,0,3,1,3,6,6,0,0,5,1936.0,3,1,240,3,3,2,0,0,0,0,0,0,0,4,1,0,7,2009,8,4,128000,11.759793355371237,1996,73,59,1.0
1100,20,3,82.0,11880,1,1,0,3,0,4,0,14,6,2,0,2,7,5,1978,1978,1,1,9,10,1,206.0,3,3,1,4,3,3,0,704,6,0,567,1271,1,3,1,5,1601,0,0,1601,0,0,2,0,3,1,3,7,6,1,3,1,1978.0,2,2,478,3,3,2,0,0,0,0,0,0,0,4,1,0,4,2009,0,0,157000,11.964007453736912,2872,31,31,2.0
1101,30,3,60.0,8400,1,1,3,0,0,4,0,18,2,2,0,2,2,5,1920,1950,1,1,13,14,2,0.0,3,3,1,3,2,3,5,290,6,0,0,290,1,3,0,1,438,0,0,438,0,0,1,0,1,1,2,3,6,0,0,5,1930.0,3,1,246,3,3,0,0,0,0,0,0,0,0,4,1,0,1,2009,8,4,60000,11.002116507732017,728,89,59,1.0
1102,20,3,61.0,9758,1,1,0,3,0,4,0,12,2,2,0,2,5,5,1971,1971,1,1,6,8,2,0.0,3,3,1,3,3,3,1,412,3,287,251,950,1,3,1,5,950,0,0,950,0,0,1,0,3,1,3,5,6,0,0,5,1981.0,3,1,280,3,3,2,0,0,0,0,0,0,0,4,1,0,7,2007,8,4,119500,11.691080018519527,1900,36,36,1.0
1103,20,3,70.0,7000,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1960,2002,1,1,13,14,1,45.0,3,3,1,3,3,3,5,588,6,0,422,1010,1,5,1,5,1134,0,0,1134,0,0,1,0,2,1,3,6,6,0,0,1,1960.0,2,1,254,3,3,2,0,16,0,0,0,0,0,3,1,0,4,2007,8,3,135000,11.813037464800539,2144,47,5,1.0
1104,20,3,79.0,8910,1,1,3,3,0,0,0,12,2,2,0,2,6,6,1959,1959,3,1,3,3,2,0.0,3,3,1,3,3,2,0,655,6,0,0,655,1,5,1,5,1194,0,0,1194,0,1,1,0,3,1,3,6,6,1,2,3,1954.0,0,2,539,3,3,2,0,0,192,0,0,0,0,4,1,0,7,2006,8,4,159500,11.979805470779858,1849,47,47,1.5
1105,160,4,24.0,2016,1,1,3,3,0,4,0,2,2,2,4,5,5,5,1970,1970,1,1,6,6,1,304.0,3,3,1,3,3,3,6,0,6,0,630,630,1,3,1,5,630,672,0,1302,0,0,2,1,3,1,3,6,6,0,0,5,1970.0,3,2,440,3,3,2,0,0,0,0,0,0,0,4,1,0,4,2007,8,4,106000,11.571203807011969,1932,37,37,2.5
1106,60,3,98.0,12256,1,1,0,3,0,0,0,15,2,2,0,5,8,5,1994,1995,1,1,6,6,1,362.0,4,3,2,5,3,0,2,1032,6,0,431,1463,1,5,1,5,1500,1122,0,2622,1,0,2,1,3,1,4,9,6,2,3,1,1994.0,2,2,712,3,3,2,186,32,0,0,0,0,0,4,1,0,4,2010,8,4,325000,12.691583538230217,4085,16,15,3.5
1107,20,3,114.0,10357,1,1,0,3,0,0,0,20,1,2,0,2,7,5,1990,1991,3,1,6,6,2,0.0,4,3,2,4,3,2,2,738,6,0,172,910,1,4,1,5,1442,0,0,1442,1,0,2,0,3,1,4,6,6,1,3,1,1990.0,0,2,719,3,3,2,0,244,0,0,0,0,0,4,1,0,5,2007,8,4,179900,12.100161978566867,2352,17,16,3.0
1108,60,3,168.0,23257,1,1,2,1,0,1,0,8,2,2,0,5,7,5,2006,2006,1,1,12,13,2,0.0,4,3,2,5,4,3,6,0,6,0,868,868,1,5,1,5,887,1134,0,2021,0,0,2,1,3,1,4,9,6,1,4,3,2006.0,2,2,422,3,3,2,0,100,0,0,0,0,0,4,1,0,9,2006,6,5,274725,12.52352951631214,2889,0,0,2.5
1109,60,3,0.0,8063,1,1,3,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,2,0.0,3,3,2,4,3,3,6,0,6,0,924,924,1,5,1,5,948,742,0,1690,0,0,2,1,3,1,3,7,6,1,3,1,2000.0,2,2,463,3,3,2,100,48,0,0,0,0,0,4,1,0,11,2007,8,0,181000,12.10625783509458,2614,7,7,2.5
1110,20,3,107.0,11362,1,1,0,3,0,4,0,16,2,2,0,2,8,5,2004,2005,1,1,8,8,3,42.0,4,3,2,5,3,2,2,1039,6,0,797,1836,1,5,1,5,1836,0,0,1836,1,0,2,0,3,1,4,7,6,1,4,1,2004.0,0,3,862,3,3,2,125,185,0,0,0,0,0,4,1,0,3,2009,8,4,280000,12.54254845357358,3672,5,4,3.0
1111,60,3,0.0,8000,1,1,3,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,1,6,6,2,0.0,3,3,2,4,3,3,2,219,6,0,554,773,1,4,1,5,773,885,0,1658,1,0,2,1,3,1,3,8,6,1,3,1,1995.0,0,2,431,3,3,2,224,84,0,0,0,0,0,4,1,0,6,2008,8,4,188000,12.144202560946876,2431,13,12,3.5
1112,60,3,80.0,10480,1,1,3,3,0,4,0,14,2,2,0,5,7,6,1976,1976,3,1,9,10,1,660.0,3,3,1,3,3,3,0,403,6,0,400,803,1,3,1,5,1098,866,0,1964,0,0,2,1,4,1,3,8,6,1,4,1,1976.0,2,2,483,3,3,2,0,69,0,0,0,0,0,4,1,0,9,2008,8,4,205000,12.230770136157428,2767,32,32,2.5
1113,20,3,73.0,7100,1,1,0,3,0,0,0,12,2,2,0,2,5,7,1957,1957,1,1,14,15,2,0.0,3,3,1,3,3,3,2,708,6,0,108,816,1,3,1,0,816,0,0,816,1,0,1,0,2,1,3,5,6,0,0,5,1957.0,3,1,308,3,3,2,0,0,0,0,0,0,0,4,1,0,7,2006,8,4,129900,11.774527900858468,1632,49,49,2.0
1114,20,3,66.0,8923,1,1,3,3,0,4,0,12,2,2,0,2,5,7,1953,2006,1,1,13,14,2,0.0,3,3,1,3,3,3,1,643,6,0,365,1008,1,4,1,5,1008,0,0,1008,1,0,1,0,2,1,4,6,6,0,0,1,1953.0,3,1,240,3,3,2,0,18,0,0,0,0,0,4,1,0,5,2007,8,4,134500,11.80932691294063,2016,54,1,2.0
1115,20,3,90.0,5400,1,1,3,3,0,4,0,17,2,2,0,2,5,7,1954,2000,1,1,8,8,2,0.0,3,4,1,3,3,3,5,415,6,0,418,833,1,5,1,5,833,0,0,833,0,0,1,0,2,1,4,4,6,0,0,5,1955.0,3,1,326,3,3,2,0,0,0,0,0,0,0,2,1,0,8,2006,8,4,117000,11.669937760751914,1666,52,6,1.0
1116,20,3,93.0,12085,1,1,3,3,0,4,0,16,2,2,0,2,8,5,2007,2007,3,1,12,13,3,328.0,4,3,2,5,3,3,2,1004,6,0,730,1734,1,5,1,5,1734,0,0,1734,1,0,2,0,3,1,5,7,6,1,4,1,2007.0,2,3,928,3,3,2,0,0,0,0,0,0,0,4,1,0,11,2007,6,5,318000,12.669809806411457,3468,0,0,3.0
1117,80,3,0.0,7750,1,1,3,3,0,4,0,8,2,2,0,7,8,5,2002,2002,3,1,12,13,2,0.0,4,3,2,4,3,3,2,353,6,0,55,408,1,5,1,5,779,640,0,1419,1,0,2,1,3,1,4,7,6,1,3,3,2002.0,0,2,527,3,3,2,120,0,0,0,0,0,0,4,1,0,3,2009,8,4,184100,12.123239799036943,1827,7,7,3.5
1118,20,3,57.0,9764,1,1,0,3,0,2,0,19,1,2,0,2,5,7,1967,2003,1,1,12,13,2,0.0,3,3,1,3,3,3,1,702,6,0,192,894,1,5,1,5,894,0,0,894,1,0,1,0,3,1,4,5,6,0,0,1,1967.0,2,2,450,3,3,2,0,0,0,0,0,0,0,4,1,0,5,2008,8,4,130000,11.775297421715827,1788,41,5,2.0
1119,80,3,85.0,13825,1,1,3,3,0,4,0,19,2,2,0,7,5,6,1958,1987,1,1,8,8,2,0.0,3,4,1,3,3,3,6,0,6,0,533,533,1,3,1,5,1021,580,0,1601,0,1,1,0,3,1,3,6,3,0,0,3,1958.0,2,1,300,3,3,2,280,34,0,0,0,0,0,4,1,0,12,2008,8,4,140000,11.849404844423074,2134,50,21,1.5
1120,20,3,70.0,7560,1,1,3,3,0,4,0,12,2,2,0,2,5,5,1959,1959,1,1,3,14,2,0.0,3,3,1,3,3,3,3,369,6,0,671,1040,1,3,1,0,1040,0,0,1040,0,0,1,0,3,1,3,6,6,0,0,1,1959.0,2,1,286,3,3,2,140,0,252,0,0,0,0,1,1,0,7,2006,8,4,133700,11.803361242493628,2080,47,47,1.0
1121,30,4,59.0,8263,1,1,3,0,0,4,1,9,2,2,0,2,6,5,1920,1950,1,1,3,3,2,0.0,3,3,0,3,3,3,6,0,6,0,1012,1012,1,3,1,0,1012,0,0,1012,0,0,1,0,2,1,3,6,6,1,4,5,1920.0,3,1,308,3,3,2,0,22,112,0,0,0,0,2,1,0,5,2007,8,4,118400,11.681832447342321,2024,87,57,1.0
1122,20,3,84.0,10084,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,1,12,13,1,196.0,4,3,2,4,3,0,2,24,6,0,1528,1552,1,5,1,5,1552,0,0,1552,0,0,2,0,3,1,4,7,6,0,0,1,2005.0,2,3,782,3,3,2,144,20,0,0,0,0,0,4,1,0,7,2006,6,5,212900,12.268582547911404,3104,1,0,2.0
1123,20,3,0.0,8926,1,1,0,3,0,0,0,7,2,2,0,2,4,3,1956,1956,1,1,0,0,2,0.0,3,3,1,3,3,3,6,0,6,0,672,672,1,5,1,0,960,0,0,960,0,0,1,0,3,1,3,5,6,0,0,2,1956.0,3,1,288,3,3,2,64,0,0,0,160,0,0,2,1,0,10,2009,0,0,112000,11.626263078808801,1632,53,53,1.0
1124,20,3,50.0,9405,1,1,3,3,0,4,0,7,2,2,0,2,5,9,1947,2008,3,1,12,13,2,0.0,3,5,1,3,3,3,6,0,6,0,698,698,1,5,1,5,698,0,0,698,0,1,1,0,2,1,3,4,6,0,0,6,0.0,1,0,0,0,0,2,0,200,0,0,0,0,0,4,1,0,6,2009,8,4,118000,11.678448377988165,1396,62,1,1.5
1125,80,3,0.0,9125,1,1,0,3,0,4,0,8,2,2,0,7,7,5,1992,1992,1,1,6,6,1,170.0,3,3,2,4,3,3,6,0,6,0,384,384,1,4,1,5,812,670,0,1482,0,0,2,1,3,1,4,7,6,1,3,1,1992.0,0,2,392,3,3,2,100,25,0,0,0,0,0,4,1,0,7,2007,8,4,163900,12.007017865994577,1866,15,15,2.5
1126,20,3,60.0,10434,1,1,3,3,0,4,0,12,2,2,0,2,4,5,1955,1955,1,1,9,10,2,0.0,3,3,1,3,3,3,6,0,6,0,1005,1005,1,3,1,5,1005,0,0,1005,0,0,1,0,2,1,2,5,6,1,3,5,1977.0,3,2,672,2,2,2,0,0,0,0,0,0,0,4,1,0,11,2009,8,4,115000,11.652696102959753,2010,54,54,1.0
1127,120,3,53.0,3684,1,1,3,3,0,4,0,0,2,2,4,2,7,5,2007,2007,3,1,12,13,1,130.0,4,3,2,4,3,3,6,0,6,0,1373,1373,1,5,1,5,1555,0,0,1555,0,0,2,0,2,1,4,7,6,1,3,1,2007.0,0,3,660,3,3,2,143,20,0,0,0,0,0,4,1,0,6,2009,8,4,174000,12.066816325306588,2928,2,2,2.0
1128,20,3,182.0,14572,1,1,2,3,0,0,0,8,2,2,0,2,7,5,2004,2004,3,1,12,13,2,0.0,4,3,2,4,3,0,2,1300,6,0,230,1530,1,5,1,5,1530,0,0,1530,1,0,2,0,3,1,4,7,6,1,4,1,2004.0,0,3,630,3,3,2,144,36,0,0,0,0,0,4,1,0,11,2007,8,3,259000,12.464587201678082,3060,3,3,3.0
1129,60,3,59.0,11796,1,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,1,12,13,2,0.0,4,3,2,4,3,0,6,0,6,0,847,847,1,5,1,5,847,1112,0,1959,0,0,2,1,4,1,4,8,6,1,4,3,2004.0,0,2,434,3,3,2,100,48,0,0,0,0,0,4,1,0,7,2007,8,4,215000,12.278397958261774,2806,3,2,2.5
1130,90,4,60.0,7200,1,0,3,3,0,4,0,17,2,2,2,6,5,5,1980,1980,1,1,8,8,1,180.0,3,3,1,4,3,1,2,936,6,0,0,936,1,3,1,5,936,0,0,936,1,0,1,0,2,1,3,4,6,0,0,5,1980.0,3,2,672,3,3,2,49,0,0,0,0,0,0,4,1,0,8,2007,8,4,140000,11.849404844423074,1872,27,27,2.0
1131,50,3,65.0,7804,1,1,3,3,0,4,0,18,2,2,0,0,4,3,1928,1950,1,1,14,10,2,0.0,3,3,0,3,3,3,1,622,6,0,500,1122,1,3,1,5,1328,653,0,1981,1,0,2,0,4,1,4,7,3,2,3,5,1981.0,3,2,576,3,3,2,431,44,0,0,0,0,0,2,1,0,12,2009,8,4,135000,11.813037464800539,3103,81,59,3.0
1132,20,3,63.0,10712,1,1,3,3,0,4,0,11,2,2,0,2,5,5,1991,1992,1,1,6,6,2,0.0,3,3,2,4,3,2,1,212,6,0,762,974,1,3,1,5,974,0,0,974,0,0,1,0,3,1,3,5,6,0,0,6,0.0,1,0,0,0,0,2,0,28,0,0,0,0,0,2,1,0,9,2007,7,0,93500,11.445727410406752,1948,16,15,1.0
1133,70,4,90.0,9900,1,1,3,3,0,4,0,17,2,2,0,5,6,4,1880,1950,1,1,13,14,2,0.0,3,3,0,3,3,2,6,0,6,0,1008,1008,2,3,1,5,1178,1032,0,2210,0,0,2,0,5,1,2,8,6,0,0,5,1930.0,3,1,205,2,3,0,0,48,0,0,0,0,0,4,1,0,5,2007,8,4,117500,11.674202123168433,3218,127,57,2.0
1134,60,3,80.0,9828,1,1,0,3,0,4,0,20,2,2,0,5,8,5,1995,1995,1,1,12,13,2,0.0,4,3,2,4,3,3,2,584,6,0,544,1128,1,5,1,5,1142,878,0,2020,0,0,2,1,3,1,4,8,6,1,3,1,1995.0,2,2,466,3,3,2,0,155,0,0,0,0,0,4,1,0,6,2009,8,4,239500,12.386312871189734,3148,14,14,2.5
1135,60,3,57.0,8773,1,1,0,1,0,4,0,8,2,2,0,5,6,5,1997,1997,1,1,12,13,2,0.0,3,3,2,4,3,0,6,0,6,0,916,916,1,4,1,5,916,684,0,1600,0,0,2,1,3,1,3,7,6,1,3,1,1997.0,0,2,460,3,3,2,100,38,0,0,0,0,0,4,1,0,8,2007,8,4,169000,12.037659911047468,2516,10,10,2.5
1136,30,4,60.0,6180,1,1,3,3,0,0,0,3,2,2,0,2,6,5,1926,1950,1,1,13,14,2,0.0,3,3,0,3,3,3,6,0,6,0,960,960,1,3,0,5,986,0,0,986,0,0,1,0,2,1,3,5,6,1,4,5,1926.0,3,1,180,3,3,2,0,128,0,0,0,0,0,4,1,0,5,2007,8,4,102000,11.532737896139919,1946,81,57,1.0
1137,50,3,80.0,9600,1,1,3,3,0,4,0,12,2,2,0,0,6,5,1950,1950,1,1,12,13,2,0.0,3,3,1,3,3,3,1,280,6,0,752,1032,1,3,1,0,1032,220,0,1252,0,0,1,0,3,1,3,6,6,0,0,1,1950.0,3,1,288,3,3,2,0,0,96,0,0,0,0,4,1,0,4,2008,8,0,119000,11.686887175419702,2284,58,58,1.0
1138,50,3,54.0,6342,1,1,3,3,0,4,0,19,1,2,0,0,5,8,1875,1996,1,1,12,13,2,0.0,3,4,1,3,3,3,6,0,6,0,780,780,1,4,0,5,780,240,0,1020,0,0,1,0,2,1,3,6,6,0,0,6,0.0,1,0,0,0,0,0,0,0,176,0,0,0,0,4,1,0,5,2010,8,4,94000,11.451060699493427,1800,135,14,1.0
1139,20,3,0.0,9819,1,1,0,3,0,4,1,11,2,2,0,2,6,5,1977,1977,1,1,9,7,2,0.0,3,3,2,3,3,1,0,1567,6,0,0,1567,1,3,1,5,1567,0,0,1567,1,0,2,0,2,1,4,5,6,2,3,1,1977.0,2,2,714,3,3,2,264,32,0,0,0,0,0,4,1,0,5,2009,8,4,196000,12.185875040240456,3134,32,32,3.0
1140,30,3,98.0,8731,1,1,0,3,0,4,0,3,2,2,0,2,5,5,1920,1950,1,1,11,12,2,0.0,3,2,0,3,3,3,1,645,6,0,270,915,1,3,1,5,1167,0,0,1167,0,0,1,0,3,1,3,6,0,1,4,5,1972.0,3,2,495,3,3,2,0,0,216,0,126,0,0,4,1,0,5,2007,8,4,144000,11.87757552297847,2082,87,57,1.0
1141,20,3,60.0,7350,1,1,3,3,0,0,0,12,2,2,0,2,5,7,1951,1951,1,1,6,6,2,0.0,3,3,1,3,3,2,0,852,6,0,100,952,1,3,1,5,952,0,0,952,1,0,1,0,2,1,3,4,6,0,0,5,1988.0,3,2,840,3,3,2,0,0,0,0,0,0,0,4,1,0,6,2008,0,0,139000,11.842236406331555,1904,57,57,2.0
1142,60,3,0.0,10304,1,1,0,3,0,1,0,14,4,2,0,5,5,7,1976,1976,1,1,9,10,1,44.0,3,4,1,3,3,3,0,381,6,0,399,780,1,5,1,5,1088,780,0,1868,1,0,2,1,4,1,4,9,6,1,3,1,1976.0,3,2,484,3,3,2,448,96,0,0,0,0,0,4,1,0,10,2009,8,4,197500,12.193498926601634,2648,33,33,3.5
1143,60,3,77.0,9965,1,1,3,3,0,4,0,5,2,2,0,5,8,5,2006,2007,3,1,12,13,3,340.0,4,3,2,5,3,1,2,1150,6,0,316,1466,1,5,1,5,1466,1362,0,2828,1,0,3,0,4,1,4,11,6,1,3,3,2006.0,2,3,1052,3,3,2,125,144,0,0,0,0,0,4,1,0,4,2007,6,5,424870,12.959540872420414,4294,1,0,4.0
1144,20,3,0.0,9000,1,1,3,3,0,4,0,19,2,2,0,2,5,3,1959,1959,1,1,13,10,2,0.0,3,3,1,3,3,3,2,288,6,0,718,1006,1,3,1,5,1006,0,0,1006,0,0,1,0,3,1,3,5,6,0,0,6,0.0,1,0,0,0,0,2,0,24,0,0,0,0,0,4,1,0,7,2008,8,4,80000,11.289794413577894,2012,49,49,1.0
1145,190,3,60.0,12180,1,1,3,3,0,4,0,7,2,2,1,0,4,4,1941,1950,1,1,8,8,2,0.0,3,2,0,4,3,3,1,348,6,0,324,672,3,2,0,0,672,252,0,924,1,0,1,0,2,1,2,5,6,0,0,5,1941.0,3,1,280,3,3,2,0,0,0,0,0,0,0,2,1,0,7,2010,8,4,80000,11.289794413577894,1596,69,60,2.0
1146,50,4,52.0,6240,1,1,3,3,0,4,0,3,2,2,0,0,5,6,1928,1950,1,1,8,8,2,0.0,3,3,0,3,3,3,6,0,6,0,1042,1042,1,5,1,5,1042,534,0,1576,0,0,1,0,3,1,3,8,6,1,4,5,1928.0,3,1,225,3,3,2,0,0,0,0,0,0,0,4,1,0,8,2006,8,3,149000,11.91170829631447,2618,78,56,1.0
1147,20,3,0.0,11200,1,1,3,3,0,4,0,20,2,2,0,2,6,5,1985,1985,1,1,13,15,1,85.0,4,3,1,4,3,3,2,1258,6,0,40,1298,1,3,1,5,1298,0,0,1298,1,0,2,0,3,1,4,5,6,1,3,1,1985.0,3,2,403,3,3,2,165,26,0,0,0,0,0,4,1,0,5,2006,8,4,180000,12.100717685412471,2596,21,21,3.0
1148,70,3,75.0,12000,1,1,3,0,0,4,0,6,2,2,0,5,7,7,1941,1950,1,1,8,8,2,0.0,3,3,1,3,3,3,5,275,6,0,429,704,1,5,1,5,860,704,0,1564,0,0,1,1,3,1,2,7,6,1,4,1,1941.0,3,1,234,3,3,2,0,0,0,0,0,0,0,4,1,0,7,2009,8,4,174500,12.069685751267224,2268,68,59,1.5
1149,50,4,0.0,5700,1,1,3,3,0,4,0,17,2,2,0,0,7,7,1926,1950,1,1,13,14,2,0.0,3,3,2,3,3,3,6,0,6,0,572,572,1,3,1,5,572,539,0,1111,0,0,1,0,2,1,3,5,6,1,4,5,1982.0,3,1,288,3,3,2,0,0,176,0,0,0,0,4,1,0,8,2008,8,4,116900,11.669082701743504,1683,82,58,1.0
1150,70,4,50.0,9000,1,1,3,3,0,4,0,17,0,2,0,5,7,9,1920,1988,3,1,12,13,2,0.0,3,4,2,3,3,3,0,624,6,0,26,650,1,5,1,5,832,650,0,1482,0,1,1,0,3,1,3,7,6,0,0,5,1930.0,3,2,324,3,3,2,0,0,0,0,0,0,0,4,1,0,7,2009,8,4,143000,11.870606902224587,2132,89,21,1.5
1151,20,3,57.0,8280,1,1,0,3,0,4,0,12,2,2,0,2,6,5,1950,1950,1,1,3,3,2,0.0,3,3,1,3,3,3,6,0,6,0,932,932,1,5,1,0,932,0,0,932,0,0,1,0,2,1,4,4,6,1,4,1,1950.0,3,1,306,3,3,2,0,0,214,0,0,0,0,0,1,0,11,2007,8,4,124000,11.728044909070785,1864,57,57,1.0
1152,20,3,134.0,17755,1,1,3,3,0,4,0,7,2,2,0,2,5,4,1959,1959,1,1,6,10,1,132.0,3,3,1,3,3,3,1,176,6,0,1290,1466,1,3,1,5,1466,0,0,1466,0,0,1,1,3,1,2,6,6,2,4,1,1959.0,0,2,528,3,3,2,0,140,0,0,100,0,0,4,1,0,11,2006,8,4,149900,11.917730355182513,2932,47,47,1.5
1153,20,3,90.0,14115,1,1,0,3,0,4,0,6,2,2,0,2,6,7,1956,2004,1,1,10,11,2,0.0,3,3,2,3,3,3,0,296,2,547,230,1073,1,5,1,5,1811,0,0,1811,0,0,1,0,2,1,5,6,6,1,4,1,1956.0,0,2,470,3,3,2,0,0,280,0,0,0,0,4,1,0,7,2006,8,0,230000,12.345838935721968,2884,50,2,1.0
1154,30,4,0.0,5890,1,1,3,3,0,0,0,9,2,2,0,2,6,8,1930,2007,1,1,13,14,2,0.0,4,4,0,3,3,0,0,538,6,0,278,816,1,5,1,5,816,0,0,816,0,0,1,0,2,1,3,5,6,0,0,5,2002.0,3,1,432,3,3,2,0,0,96,0,0,0,0,4,1,0,6,2008,8,4,120500,11.699413330633599,1632,78,1,1.0
1155,60,3,0.0,13700,1,1,0,3,0,4,0,12,2,2,0,5,7,6,1965,1988,1,1,12,13,3,288.0,3,3,1,3,3,1,0,454,6,0,410,864,1,3,1,5,902,918,0,1820,0,0,1,2,4,1,4,8,6,2,4,1,1965.0,3,2,492,3,3,2,60,84,0,0,273,0,0,0,1,0,5,2008,8,4,201800,12.215037342290755,2684,43,20,2.0
1156,20,3,90.0,10768,1,1,0,3,0,0,0,24,2,2,0,2,5,8,1976,2004,1,1,9,10,2,0.0,4,4,1,4,3,1,0,1157,6,0,280,1437,1,3,1,5,1437,0,0,1437,1,0,2,0,3,1,4,6,6,1,2,1,1976.0,2,2,528,3,3,2,0,21,0,0,180,0,0,4,1,0,7,2007,8,4,218000,12.292254928916668,2874,31,3,3.0
1157,80,3,85.0,9350,1,1,3,3,0,4,0,12,2,2,0,7,5,8,1965,1999,1,1,3,3,2,0.0,3,4,2,3,3,1,0,633,6,0,586,1219,1,4,1,5,1265,0,0,1265,0,1,2,0,3,1,4,6,6,1,4,1,1965.0,2,2,502,3,3,2,0,92,0,96,0,0,0,2,1,0,10,2008,8,4,179900,12.100161978566867,2484,43,9,2.5
1158,120,3,34.0,5001,1,1,0,3,0,4,0,16,2,2,3,2,7,5,2007,2008,1,1,12,13,3,166.0,4,3,2,4,3,3,2,904,6,0,410,1314,1,5,1,5,1314,0,0,1314,1,0,2,0,2,1,4,6,6,1,4,1,2008.0,2,2,626,3,3,2,172,62,0,0,0,0,0,4,1,0,7,2009,8,4,230000,12.345838935721968,2628,2,1,3.0
1159,20,3,92.0,11932,1,1,3,3,0,2,0,21,1,2,0,2,8,5,2007,2008,1,1,12,13,3,186.0,4,3,2,4,3,3,6,0,6,0,1580,1580,1,5,1,5,1580,0,0,1580,0,0,2,0,3,1,4,7,6,0,0,1,2008.0,2,3,830,3,3,2,0,24,0,0,0,0,0,4,1,0,6,2008,3,5,235128,12.367889578686164,3160,1,0,2.0
1160,60,3,76.0,9120,1,1,3,3,0,4,0,14,2,2,0,5,6,6,1974,1974,3,1,6,6,1,270.0,4,3,1,3,3,3,0,442,6,0,459,901,1,3,1,5,943,933,0,1876,0,0,2,1,4,1,4,8,6,1,3,1,1974.0,2,2,540,4,3,2,0,69,0,0,0,0,0,4,1,0,7,2008,8,4,185000,12.128116509451258,2777,34,34,2.5
1161,160,3,24.0,2280,1,1,3,3,0,4,0,13,2,2,3,5,6,5,1978,1978,1,1,9,2,2,0.0,3,3,1,4,3,3,0,311,6,0,544,855,1,2,1,5,855,601,0,1456,0,0,2,1,3,1,3,7,6,1,3,1,1978.0,3,2,440,3,3,2,26,0,0,0,0,0,0,4,1,0,7,2010,8,4,146000,11.891368749982085,2311,32,32,2.5
